,Food name,Measure,Weight,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
848,"Salami, pork and beef, dry or hard",5 slices,50.0,185.0,774.0,12.0,1.0,0.0,15.0,5.1,7.2,1.4,40.0,0.0,0.8,900.0,194.0,9.0,71.0,0.0,0.0,0.0,0.0,0.0,0.4,0.95,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
849,"Salami, pork and beef, reduced salt",2 slices,46.0,182.0,762.0,7.0,7.0,0.0,14.0,4.9,6.1,1.4,41.0,0.0,0.7,287.0,631.0,14.0,125.0,0.0,0.0,0.0,0.0,0.0,0.4,0.81,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
850,"Sausage, Bratwurst, pork, cooked",1,75.0,184.0,769.0,11.0,2.0,0.0,14.0,5.2,6.8,1.5,45.0,0.0,1.0,418.0,159.0,11.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
851,"Sausage, Italian, pork, cooked",1,75.0,258.0,1079.0,14.0,3.0,0.0,20.0,7.2,9.0,2.5,43.0,0.0,1.1,905.0,228.0,14.0,128.0,8.0,0.0,0.0,0.0,0.0,1.0,0.98,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
852,"Sausage, pork and beef, cooked",1,13.0,51.0,215.0,2.0,0.0,0.0,5.0,1.7,2.2,0.5,9.0,0.0,0.1,105.0,25.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,"Sausage, pork, cooked",1,13.0,35.0,145.0,2.0,0.0,0.0,3.0,0.9,1.2,0.3,11.0,0.0,0.2,102.0,28.0,2.0,24.0,2.0,0.0,0.0,0.0,0.0,0.1,0.22,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,"Sausage, turkey, cooked",1,13.0,31.0,128.0,2.0,0.0,0.0,2.0,1.0,0.7,0.4,8.0,0.0,0.0,76.0,26.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
855,"Summer sausage, beef",2 slices,56.0,188.0,785.0,9.0,0.0,0.0,17.0,6.7,7.3,0.7,42.0,0.0,1.4,696.0,152.0,8.0,62.0,0.0,0.0,0.0,0.0,0.0,0.5,3.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
856,"Turkey, canned, flaked",60mL,34.0,50.0,207.0,6.0,0.0,0.0,3.0,0.8,0.9,0.7,23.0,0.0,0.6,229.0,92.0,7.0,55.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
857,"Vienna sausage (cocktail), beef and pork, canned",3,48.0,110.0,462.0,5.0,1.0,0.0,9.0,3.4,4.6,0.6,42.0,0.0,0.4,465.0,48.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.4,0.49,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
858,"Wiener (frankfurter), beef",1,38.0,104.0,436.0,5.0,2.0,0.0,8.0,3.3,4.0,0.5,23.0,0.0,0.6,343.0,54.0,5.0,60.0,0.0,0.0,0.0,0.0,0.0,0.3,0.65,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
859,"Wiener (frankfurter), beef and pork",1,38.0,107.0,449.0,5.0,2.0,0.0,9.0,3.4,4.3,0.9,19.0,0.0,0.4,374.0,69.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.3,0.49,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
860,"Wiener (frankfurter), beef and pork, light",1,38.0,58.0,242.0,4.0,2.0,0.0,4.0,1.4,1.8,0.4,17.0,0.0,0.5,471.0,56.0,4.0,53.0,0.0,0.0,0.0,0.0,0.0,0.1,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
861,"Wiener (frankfurter), chicken",1,38.0,93.0,390.0,4.0,2.0,0.0,7.0,2.1,3.2,1.5,38.0,0.0,0.8,514.0,32.0,4.0,40.0,14.0,0.0,0.0,0.0,0.0,0.2,0.09,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
862,Meatless breaded chicken nuggets,2,72.0,168.0,705.0,15.0,6.0,0.0,9.0,0.8,2.3,3.3,0.0,30.0,2.8,288.0,216.0,9.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,3.68,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,40.0,0.0,0.0,0.0,0.0,0.0
863,Meatless ground beef,75g,75.0,148.0,618.0,16.0,6.0,1.0,7.0,1.1,1.6,3.5,0.0,22.0,1.6,413.0,135.0,14.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,59.0,0.0,0.0,0.0,0.0,0.0
864,Soy patty,1,70.0,136.0,568.0,15.0,5.0,1.0,6.0,0.8,1.2,2.5,0.0,20.0,1.5,385.0,126.0,13.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,1.68,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,55.0,0.0,0.0,0.0,0.0,0.0
865,"Tofu, regular, firm and extra firm",150g,150.0,189.0,791.0,21.0,3.0,1.0,11.0,1.3,1.8,2.7,0.0,234.0,2.4,26.0,222.0,56.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0
866,"Tofu, silken, soft",150g,150.0,83.0,345.0,7.0,4.0,2.0,4.0,0.5,0.8,2.3,0.0,47.0,1.2,8.0,270.0,44.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Vegetable patty,1,90.0,138.0,576.0,18.0,7.0,0.0,4.0,1.0,2.1,0.3,0.0,102.0,3.9,411.0,432.0,70.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.0,22.0,0.0,0.0,0.0,0.0,0.0
868,Vegetarian luncheon meat,4 slices,56.0,106.0,442.0,10.0,2.0,1.0,6.0,0.7,1.2,2.5,0.0,23.0,1.0,398.0,112.0,13.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0
869,"Wiener, meatless",1,70.0,163.0,682.0,14.0,5.0,0.0,10.0,1.4,2.7,5.5,0.0,23.0,1.0,330.0,69.0,13.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,55.0,0.0,0.0,0.0,0.0,0.0
870,"Beans, baked, homemade",175mL,187.0,283.0,1181.0,10.0,40.0,0.0,10.0,3.6,4.0,1.4,0.0,114.0,3.7,790.0,670.0,80.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,90.0,0.0,0.0,0.0,0.0,0.0
871,"Beans, baked, plain or vegetarian, canned",175mL,188.0,177.0,738.0,9.0,40.0,17.0,1.0,0.2,0.2,0.2,0.0,64.0,2.2,633.0,408.0,49.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,23.0,0.0,0.0,0.0,0.0,0.0
872,"Beans, baked, with pork, canned",175mL,187.0,198.0,829.0,10.0,37.0,0.0,3.0,1.1,1.3,0.4,0.0,99.0,3.2,775.0,578.0,64.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,0.0,67.0,0.0,0.0,0.0,0.0,0.0
873,"Beans, black, canned, not drained",175mL,178.0,162.0,676.0,11.0,29.0,0.0,1.0,0.1,0.0,0.2,0.0,62.0,3.4,682.0,547.0,62.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,108.0,0.0,0.0,0.0,0.0,0.0
874,"Beans, kidney, dark red, canned, not drained",175mL,189.0,161.0,672.0,10.0,30.0,0.0,1.0,0.1,0.1,0.4,0.0,45.0,2.4,646.0,487.0,53.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,97.0,0.0,0.0,0.0,0.0,0.0
875,"Beans, navy, canned, not drained",175mL,194.0,219.0,917.0,15.0,40.0,1.0,1.0,0.2,0.1,0.4,0.0,91.0,3.6,868.0,558.0,91.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,120.0,0.0,0.0,0.0,0.0,0.0
876,"Beans, pinto, canned, not drained",175mL,178.0,153.0,639.0,9.0,27.0,0.0,1.0,0.3,0.3,0.5,0.0,76.0,2.6,522.0,431.0,48.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,107.0,0.0,0.0,0.0,0.0,0.0
877,"Beans, refried, canned",175mL,186.0,175.0,733.0,10.0,29.0,0.0,2.0,0.9,1.0,0.3,0.0,65.0,3.1,557.0,498.0,62.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,21.0,0.0,0.0,0.0,0.0,0.0
878,"Beans, white, canned, not drained",175mL,194.0,227.0,948.0,14.0,43.0,0.0,1.0,0.1,0.0,0.2,0.0,141.0,5.8,315.0,880.0,99.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,126.0,0.0,0.0,0.0,0.0,0.0
879,"Black-eyed peas, canned, not drained",175mL,178.0,137.0,572.0,8.0,24.0,0.0,1.0,0.3,0.1,0.4,0.0,36.0,1.7,531.0,305.0,50.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,91.0,0.0,0.0,0.0,0.0,0.0
880,"Chickpeas (garbanzo beans), canned, not drained",175mL,178.0,211.0,884.0,9.0,40.0,0.0,2.0,0.2,0.5,0.9,0.0,57.0,2.4,531.0,305.0,51.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,119.0,0.0,0.0,0.0,0.0,0.0
881,"Falafel, homemade",1 ball,17.0,57.0,237.0,2.0,5.0,0.0,3.0,0.4,1.7,0.7,0.0,9.0,0.6,50.0,99.0,14.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,18.0,0.0,0.0,0.0,0.0,0.0
882,"Hummus, commercial",60mL,57.0,94.0,394.0,4.0,8.0,0.0,5.0,0.8,2.3,2.1,0.0,22.0,1.4,215.0,129.0,40.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,47.0,0.0,0.0,0.0,0.0,0.0
883,"Lentils, boiled, salted",175mL,146.0,170.0,710.0,13.0,29.0,3.0,1.0,0.1,0.1,0.3,0.0,28.0,4.9,349.0,540.0,53.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,265.0,0.0,0.0,0.0,0.0,0.0
884,"Lentils, pink, boiled",175mL,179.0,190.0,793.0,14.0,32.0,0.0,1.0,0.2,0.3,0.6,0.0,22.0,4.1,4.0,317.0,39.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,0.0,112.0,0.0,0.0,0.0,0.0,0.0
885,"Peas, split, boiled",175mL,145.0,171.0,715.0,12.0,31.0,4.0,1.0,0.1,0.1,0.2,0.0,20.0,1.9,3.0,525.0,52.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,94.0,0.0,0.0,0.0,0.0,0.0
886,"Soybeans, boiled",175mL,127.0,220.0,920.0,21.0,13.0,4.0,11.0,1.7,2.5,6.4,0.0,130.0,6.5,1.0,655.0,109.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0
887,"Peanut butter, chunk type, fat, sugar and salt added",30mL,32.0,191.0,799.0,8.0,7.0,3.0,16.0,2.6,8.0,4.8,0.0,15.0,0.6,158.0,242.0,52.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,30.0,0.0,0.0,0.0,0.0,0.0
888,"Peanut butter, natural",30mL,31.0,184.0,770.0,7.0,7.0,1.0,16.0,2.2,7.8,4.9,0.0,17.0,0.7,2.0,207.0,55.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,46.0,0.0,0.0,0.0,0.0,0.0
889,"Peanut butter, smooth type, fat, sugar and salt added",30mL,32.0,191.0,798.0,8.0,6.0,3.0,16.0,3.3,7.7,4.5,0.0,14.0,0.6,149.0,210.0,50.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,24.0,0.0,0.0,0.0,0.0,0.0
890,"Peanut butter, smooth type, light",30mL,36.0,190.0,794.0,9.0,13.0,3.0,12.0,2.7,5.9,3.7,0.0,13.0,0.7,197.0,244.0,62.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,22.0,0.0,0.0,0.0,0.0,0.0
891,"Peanuts, all types, shelled, oil-roasted, salted",60mL,37.0,219.0,915.0,10.0,6.0,2.0,19.0,3.2,9.5,5.6,0.0,22.0,0.6,117.0,265.0,64.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,44.0,0.0,0.0,0.0,0.0,0.0
892,"Peanuts, all types, shelled, roasted",60mL,37.0,217.0,906.0,9.0,8.0,2.0,18.0,2.6,9.1,5.8,0.0,20.0,0.8,2.0,244.0,65.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0
893,"Almonds, dried",60mL,36.0,208.0,870.0,8.0,7.0,2.0,18.0,1.4,11.6,4.4,0.0,89.0,1.5,0.0,262.0,99.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0
894,"Almonds, oil roasted",60mL,40.0,242.0,1010.0,8.0,7.0,2.0,22.0,1.7,13.9,5.4,0.0,116.0,1.5,0.0,278.0,109.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0
895,"Almonds, roasted, salted",60mL,35.0,209.0,874.0,8.0,7.0,2.0,18.0,1.4,11.8,4.4,0.0,93.0,1.6,119.0,261.0,100.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,12.0,0.0,0.0,0.0,0.0,0.0
896,"Brazil nuts, dried",60mL,36.0,233.0,974.0,5.0,4.0,1.0,24.0,5.4,8.7,7.3,0.0,57.0,0.9,1.0,234.0,133.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,8.0,0.0,0.0,0.0,0.0,0.0
897,"Cashews, roasted, salted",60mL,35.0,199.0,834.0,5.0,11.0,2.0,16.0,3.2,9.5,2.7,0.0,16.0,2.1,222.0,196.0,90.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0
898,"Hazelnuts or filberts, dried",60mL,34.0,215.0,899.0,5.0,6.0,1.0,21.0,1.5,15.6,2.7,0.0,39.0,1.6,0.0,233.0,56.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,39.0,0.0,0.0,0.0,0.0,0.0
899,"Mixed nuts, oil roasted, salted",60mL,36.0,222.0,929.0,6.0,8.0,2.0,20.0,3.1,11.4,4.8,0.0,39.0,1.2,151.0,209.0,85.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,30.0,0.0,0.0,0.0,0.0,0.0
900,"Mixed nuts, roasted",60mL,35.0,206.0,863.0,6.0,9.0,0.0,18.0,2.4,10.9,3.7,0.0,24.0,1.3,4.0,207.0,78.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,17.0,0.0,0.0,0.0,0.0,0.0
901,"Mixed nuts, roasted, salted",60mL,35.0,206.0,863.0,6.0,9.0,2.0,18.0,2.4,10.9,3.7,0.0,24.0,1.3,232.0,207.0,78.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,0.0,17.0,0.0,0.0,0.0,0.0,0.0
902,"Nuts, macadamia, roasted, salted",60mL,34.0,243.0,1017.0,3.0,4.0,1.0,26.0,4.1,20.1,0.5,0.0,24.0,0.9,90.0,123.0,40.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,3.0,0.0,0.0,0.0,0.0,0.0
903,"Pecans, dried",60mL,25.0,173.0,726.0,2.0,3.0,1.0,18.0,1.6,10.2,5.4,0.0,18.0,0.6,0.0,103.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,6.0,0.0,0.0,0.0,0.0,0.0
904,"Pine nuts, pignolia, dried",60mL,34.0,230.0,963.0,5.0,4.0,1.0,23.0,1.7,6.4,11.7,0.0,5.0,1.9,1.0,204.0,86.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,12.0,0.0,0.0,0.0,0.0,0.0
905,"Pistachios, shelled, roasted, salted",60mL,31.0,177.0,741.0,7.0,8.0,2.0,14.0,1.7,7.6,4.3,0.0,34.0,1.3,126.0,325.0,37.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,16.0,0.0,0.0,0.0,0.0,0.0
906,"Walnuts, dried",60mL,25.0,166.0,694.0,4.0,3.0,1.0,17.0,1.6,2.3,12.0,0.0,25.0,0.7,1.0,112.0,40.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,25.0,0.0,0.0,0.0,0.0,0.0
907,Almond butter,30mL,32.0,205.0,858.0,5.0,7.0,0.0,19.0,1.8,12.4,4.0,0.0,88.0,1.2,4.0,246.0,98.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,21.0,0.0,0.0,0.0,0.0,0.0
908,Cashew butter,30mL,32.0,190.0,796.0,6.0,9.0,0.0,16.0,3.2,9.4,2.7,0.0,14.0,1.6,5.0,177.0,84.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,22.0,0.0,0.0,0.0,0.0,0.0
909,"Sesame butter, tahini",30mL,30.0,181.0,757.0,5.0,6.0,0.0,16.0,2.3,6.2,7.2,0.0,130.0,2.7,35.0,126.0,29.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,30.0,0.0,0.0,0.0,0.0,0.0
910,"Flaxseeds, whole and ground",15mL,11.0,56.0,235.0,2.0,3.0,0.0,4.0,0.4,0.8,3.2,0.0,36.0,0.5,3.0,89.0,39.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
911,"Pumpkin and squash seeds, kernels, dried",60mL,35.0,189.0,792.0,9.0,6.0,0.0,16.0,3.0,5.0,7.3,0.0,15.0,5.2,6.0,282.0,187.0,411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,20.0,0.0,0.0,0.0,0.0,0.0
912,"Sunflower seed kernels, roasted, salted",60mL,32.0,189.0,790.0,6.0,8.0,1.0,16.0,1.7,3.1,10.7,0.0,23.0,1.2,133.0,276.0,42.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,77.0,0.0,0.0,0.0,0.0,0.0
913,Brown sugar,5mL,5.0,18.0,73.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,2.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
914,Honey,5mL,7.0,22.0,91.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
915,Icing sugar (powdered),5mL,3.0,10.0,41.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
916,"Sugar substitute, aspartame (EqualTM)",1 packet,1.0,4.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917,"Sugar substitute, sucralose (SplendaTM)",5mL,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,White sugar (granulated),5mL,4.0,16.0,68.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
919,"Chocolate syrup, thin type",15mL,20.0,110.0,461.0,1.0,26.0,20.0,0.0,0.2,0.0,0.0,0.0,6.0,0.8,28.0,89.0,26.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
