Food name,Measure,Weight ,Energy,Energy.1,Protein,Carbohydrate,Total Sugar,Total Fat,Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Calcium,Iron,Sodium,Potassium,Magnesium,Phosphorus,Vitamin A,Lycopene,Folate,DHA,EPA,Vitamin D,Vitamin B12,Vitamin E,Trans Fat,Vitamin C,Dietary Folate Equivalents,Thiamin,Riboflavin,Niacin,Beta carotene,Caffeine,Alcohol,Total Daietary Fibre,Total Dietary Fibre,Folate ,Trans fats,Monounsaturated fat,Polyunsaturated fat,Protei, Folate
"Kefir, plain",175mL,165,104.0,433.0,6,7,6,6,3.8,,,25,187,0.1,70,250.0,19,148,58,,,,,0.2,0.33,,,,,,0.30,,,,,,,23,,,,,
Yogourt parfait with berries and granola,175mL,188,233.0,973.0,7,40,3,5,2.7,,,14,208,2.2,119,337.0,36,201,23,,,,,0,0.59,,,,,,0.31,,,,,,,40,,,,,
"Yogourt, plain, 1-2% M.F.",175mL,181,114.0,477.0,10,13,13,3,1.8,,,11,332,0.1,127,424.0,31,261,25,,,,,,1.01,,,,,,0.39,,,,,,,20,,,,,
"Yogourt, plain, 2-4% M.F.",175mL,181,129.0,538.0,9,12,8,5,3.3,,,17,292,0.1,111,412.0,28,246,31,,,,,,1.03,,,,,,0.42,,,,,,,21,,,,,
"Yogourt, plain, fat-free",175mL,189,79.0,332.0,8,11,9,tr,0,,,6,253,0.1,113,368.0,26,215,,,,,,1.8,0.89,,,,,,0.32,,,,,,,,,,,,
"Yogourt, vanilla or fruit, 1-2% M.F.",175mL,185,183.0,767.0,7,30,25,4,2.3,,,17,227,0.1,98,335.0,20,167,,,,,,,0.31,,,,,,0.15,,,,,,,,,,,,
"Yogourt, vanilla or fruit, fat-free",175mL,181,116.0,484.0,8,21,19,tr,tr,,,4,229,0.2,103,349.0,20,163,,,,,,,0.59,,,,,,,,,,,,,,,,,,
"Yogourt, vanilla or fruit, fat-free with sugar substitute",175mL,189,94.0,394.0,7,16,14,tr,0,,,6,205,0.2,92,311.0,22,179,,,,,,1.4,0.72,,,,,,0.27,,,,,,,,,,,,
Blue,50g,50,177.0,738.0,11,1,tr,14,9.3,,,38,264,0.2,698,128.0,12,194,99,,,,,0.2,0.61,,,,,,0.19,,,,,,,18,,,,,
Brick,50g,50,186.0,776.0,12,1,tr,15,9.4,,,47,337,0.2,280,68.0,12,226,146,,,,,0.2,0.63,,,,,,0.18,,,,,,,10,,,,,
Brie,50g,50,167.0,699.0,10,tr,tr,14,8.7,,,50,92,0.3,315,76.0,10,94,87,,,,,0.2,0.83,,,,,,0.26,,,,,,,33,,,,,
Camembert,50g,50,150.0,628.0,10,tr,tr,12,7.6,,,36,194,0.2,421,94.0,10,174,121,,,,,0.2,0.65,,,,,,0.24,,,,,,,31,,,,,
Cheddar,50g,50,202.0,843.0,12,1,tr,17,10.5,,,53,361,0.3,311,49.0,14,256,133,,,,,0.1,0.42,,,,,,0.19,,,,,,,9,,,,,
"Cheddar, low fat (18% M.F.)",50g,50,141.0,590.0,14,1,,9,5.8,,,28,453,0.1,363,47.0,18,292,75,,,,,,0.83,,,,,,0.15,,,,,,,10,,,,,
Cottage cheese (1% M.F.),125mL,119,86.0,359.0,15,3,3,1,0.8,,,5,73,0.2,500,103.0,6,160,13,,,,,,0.75,,,,,,0.20,,,,,,,14,,,,,
"Cream cheese, light",30mL,30,70.0,294.0,3,2,tr,5,3.4,,,17,34,0.5,90,51.0,2,44,56,,,,,,0.18,,,,,,0.09,,,,,,,5,,,,,
"Cream cheese, regular",30mL,29,103.0,430.0,2,1,tr,10,6.5,,,32,24,0.4,87,35.0,2,31,108,,,,,,0.12,,,,,,0.06,,,,,,,4,,,,,
Edam,50g,50,179.0,747.0,12,1,1,14,8.8,,,45,366,0.2,483,94.0,15,268,122,,,,,0.5,0.77,,,,,,0.19,,,,,,,8,,,,,
Feta,50g,50,132.0,552.0,7,2,2,11,7.7,,,46,247,0.3,558,31.0,10,169,63,,,,,0.2,0.87,,,,,,0.44,,,,,,,16,,,,,
"Goat cheese, soft",50g,50,134.0,561.0,9,tr,tr,11,7.3,,,23,70,1.0,184,13.0,8,128,144,,,,,0.2,0.1,,,,,,0.19,,,,,,,6,,,,,
Gouda,50g,50,178.0,745.0,13,1,1,14,9.0,,,58,350,0.1,410,61.0,15,273,83,,,,,0.2,0.78,,,,,,0.17,,,,,,,11,,,,,
Gruyere,50g,50,207.0,864.0,15,tr,tr,16,9.5,,,55,506,0.1,168,41.0,18,303,136,,,,,0.2,0.8,,,,,,0.14,,,,,,,5,,,,,
Imitation cheese,50g,50,120.0,500.0,8,6,4,7,4.4,,,18,281,0.2,673,121.0,15,356,57,,,,,0,0.2,,,,,,0.22,,,,,,,4,,,,,
Mozzarella (22.5% M.F.),50g,50,141.0,588.0,10,1,1,11,6.8,,,39,269,0.1,187,34.0,10,186,90,,,,,0.1,0.33,,,,,,0.13,,,,,,,4,,,,,
"Mozzarella, partially skimmed (16.5% M.F.)",50g,50,127.0,531.0,13,1,1,8,5.2,,,29,323,0.1,241,42.0,12,239,64,,,,,0.1,0.41,,,,,,0.16,,,,,,,5,,,,,
"Parmesan, grated",15mL,6,27.0,114.0,2,tr,tr,2,1.1,,,6,70,0.1,97,8.0,2,46,8,,,,,tr,0.14,,,,,,0.03,,,,,,,1,,,,,
"Processed cheese food, thin slices",1,21,78.0,327.0,5,tr,tr,7,4.1,,,20,115,tr,310,35.0,6,107,53,,,,,tr,0.15,,,,,,0.07,,,,,,,2,,,,,
"Processed cheese food, thin slices, light",1,21,50.0,209.0,4,2,2,3,1.8,,,11,110,tr,331,69.0,7,173,53,,,,,tr,0.23,,,,,,0.10,,,,,,,4,,,,,
Processed cheese spread (Cheez WhizTM),30mL,31,90.0,375.0,5,3,,7,4.1,,,17,174,0.1,503,75.0,9,271,,,,,,0.1,0.12,,,,,,0.13,,,,,,,2,,,,,
"Processed cheese spread, light (Light Cheez WhizTM)",30mL,31,69.0,287.0,6,4,3,3,2.2,,,13,178,tr,491,107.0,9,317,91,,,,,,,,,,,,0.20,,,,,,,,,,,,
"Ricotta cheese, partly skimmed milk",125mL,131,181.0,756.0,15,7,tr,10,6.5,,,41,356,0.6,164,164.0,20,240,140,,,,,,0.38,,,,,,0.24,,,,,,,17,,,,,
"Romano, grated",15mL,6,25.0,103.0,2,tr,tr,2,1.1,,,7,67,tr,76,5.0,3,48,6,,,,,tr,0.07,,,,,,0.02,,,,,,,tr,,,,,
Swiss (Emmental),50g,50,190.0,795.0,13,3,1,14,8.9,,,46,396,0.1,96,39.0,19,284,110,,,,,0.6,1.67,,,,,,0.15,,,,,,,3,,,,,
"Swiss, processed, thin slices",1,21,70.0,291.0,5,tr,tr,5,3.3,,,18,161,0.1,285,45.0,6,159,41,,,,,0.2,0.26,,,,,,0.06,,,,,,,1,,,,,
"Half and half, 10% M.F.",15mL,15,18.0,76.0,tr,1,tr,2,1.0,,,5,16,tr,6,20.0,2,15,15,,,,,tr,0.05,,,,,,0.02,,,,,,,tr,,,,,
"Sour cream, 14% M.F.",15mL,15,22.0,93.0,tr,1,tr,2,1.3,,,6,16,tr,6,19.0,1,14,17,,,,,0.1,0.04,,,,,,0.02,,,,,,,2,,,,,
"Sour cream, light, 5% M.F.",15mL,16,21.0,89.0,1,1,tr,2,1.0,,,6,22,tr,11,33.0,2,11,14,,,,,,0.07,,,,,,0.02,,,,,,,2,,,,,
"Table cream (coffee cream), 18% M.F.",15mL,15,28.0,118.0,tr,1,tr,3,1.7,,,9,15,tr,6,19.0,1,13,25,,,,,0.1,0.04,,,,,,0.02,,,,,,,tr,,,,,
"Whipped, pressurized",60mL,15,39.0,164.0,tr,2,1,3,2.1,,,12,15,tr,20,22.0,2,14,29,,,,,0.1,0.04,,,,,,0.01,,,,,,,tr,,,,,
"Whipping cream, 35% M.F., not whipped",15mL,15,49.0,207.0,tr,tr,tr,5,3.3,,,19,10,tr,5,12.0,1,9,62,,,,,0.1,0.03,,,,,,0.02,,,,,,,1,,,,,
"Whipping cream, 35% M.F., sweetened, whipped",60mL,30,100.0,419.0,1,3,2,10,6.2,,,36,19,tr,10,23.0,2,17,117,,,,,0.2,0.05,,,,,,0.03,,,,,,,1,,,,,
"Coffee whitener, frozen liquid",15mL,15,21.0,87.0,tr,2,2,2,0.3,,,0,1,tr,12,29.0,0,10,tr,,,,,0,0.0,,,,,,0,,,,,,,0,,,,,
"Coffee whitener, powdered",5mL,2,11.0,45.0,tr,1,1,1,0.6,,,0,tr,tr,4,16.0,tr,8,tr,,,,,0,0.0,,,,,,tr,,,,,,,0,,,,,
"Coffee whitener, powdered, light",5mL,2,9.0,36.0,tr,1,1,tr,0.1,,,0,tr,tr,5,18.0,0,3,tr,,,,,0,0.0,,,,,,0,,,,,,,tr,,,,,
"Dessert topping, frozen",60mL,19,60.0,253.0,tr,4,4,5,4.1,,,0,1,tr,5,3.0,tr,2,1,,,,,0,0.0,,,,,,0,,,,,,,0,,,,,
"Dessert topping, frozen, low fat",60mL,19,42.0,175.0,1,4,4,2,2.1,,,tr,14,tr,14,19.0,1,14,1,,,,,,0.04,,,,,,0.02,,,,,,,1,,,,,
"Dessert topping, powdered, prepared with 2% M.F. milk",60mL,20,37.0,153.0,1,3,3,2,2.0,,,1,19,tr,12,31.0,2,18,9,,,,,0.2,0.07,,,,,,0.03,,,,,,,1,,,,,
"Dessert topping, pressurized",60mL,18,47.0,196.0,tr,3,3,4,3.4,,,0,1,tr,11,3.0,tr,3,1,,,,,0,0.0,,,,,,0,,,,,,,0,,,,,
"All flavours, instant, from mix, prepared with 2% milk",125mL,139,149.0,623.0,4,27,23,3,1.6,,,9,141,0.2,391,206.0,18,307,65,,,,,1.3,0.54,,,,,,0.23,,,,,,,6,,,,,
"Chocolate, ready-to-eat",1 container,99,138.0,575.0,3,23,18,4,0.7,,,3,89,0.5,128,178.0,21,79,10,,,,,,0.0,,,,,,0.15,,,,,,,3,,,,,
"Chocolate, ready-to-eat, fat-free",1 container,99,96.0,402.0,3,20,15,tr,0.2,,,1,72,0.8,168,139.0,19,75,47,,,,,,0.22,,,,,,0.15,,,,,,,4,,,,,
"Rice, homemade",125mL,119,160.0,669.0,4,32,19,2,1.2,,,7,115,0.3,55,211.0,18,112,51,,,,,1.0,0.24,,,,,,0.19,,,,,,,5,,,,,
"Rice, ready-to-eat",1 container,99,161.0,675.0,2,22,,7,1.2,,,1,51,0.3,84,59.0,8,67,25,,,,,0.1,0.21,,,,,,0.07,,,,,,,3,,,,,
"Tapioca, ready-to-eat",1 container,99,118.0,493.0,2,19,18,4,0.6,,,1,83,0.2,157,95.0,8,78,0,,,,,,0.21,,,,,,0.10,,,,,,,3,,,,,
"Tapioca, ready-to-eat, fat-free",1 container,99,88.0,368.0,2,20,16,tr,0,,,1,50,0.3,210,52.0,5,40,32,,,,,,0.15,,,,,,0.10,,,,,,,2,,,,,
"Vanilla, ready-to-eat",1 container,99,128.0,534.0,2,22,20,4,0.6,,,7,87,0.1,134,112.0,8,67,6,,,,,,0.1,,,,,,0.14,,,,,,,0,,,,,
"Vanilla, ready-to-eat, fat-free",1 container,99,92.0,385.0,2,22,16,tr,tr,,,1,59,0.4,211,71.0,7,49,40,,,,,,0.19,,,,,,0.12,,,,,,,3,,,,,
"Biscuit, plain or buttermilk, fast food",1,51,186.0,776.0,3.0,25.0,2,8,1.3,,,1,25.0,1.7,537.0,114.0,9.0,219.0,,,58.0,,,,,,,,,0.2,0.15,2.4,,,,,0.7,,,,,,
"Biscuit, plain or buttermilk, from mix, baked",1,30,97.0,404.0,2.0,14.0,3,4,1,,,2,54.0,0.6,273.0,55.0,7.0,136.0,,,31.0,,,,,,,,,0.1,0.11,1.4,,,,,0.4,,,,,,
"Biscuit, plain or buttermilk, homemade",1,60,212.0,888.0,4.0,27.0,1,10,2.6,,,2,141.0,1.7,348.0,73.0,11.0,98.0,,,57.0,,,,,,,,,0.2,0.19,2.6,,,,,0.9,,,,,,
"Biscuit, plain, refrigerated dough, baked",1,27,93.0,391.0,2.0,13.0,tr,4,1,,,0,5.0,0.7,325.0,42.0,4.0,104.0,,,37.0,,,,,,,,,0.1,0.06,1.2,,,,,0.4,,,,,,
"Croissant, butter",1,57,231.0,968.0,5.0,26.0,6,12,6.6,,,38,21.0,1.2,424.0,67.0,9.0,60.0,,,74.0,,,,,,,,,0.2,0.14,2.2,,,,,1.5,,,,,,
"Muffin, blueberry, from mix, prepared",1,54,149.0,623.0,3.0,24.0,tr,5,1.2,,,32,14.0,0.6,216.0,41.0,6.0,93.0,,,61.0,,,,,,,,,0.1,0.17,1.9,,,,,0.0,,,,,,
"Muffin, bran, from mix, prepared",1,55,159.0,666.0,4.0,27.0,tr,5,1.4,,,32,18.0,1.5,271.0,84.0,33.0,189.0,,,38.0,,,,,,,,,0.1,0.13,2.9,,,,,0.0,,,,,,
"Muffin, bran, homemade",1,57,199.0,833.0,4.0,32.0,13,8,0.9,,,23,82.0,2.3,242.0,363.0,80.0,129.0,,,37.0,,,,,,,,,0.1,0.16,3.0,,,,,3.7,,,,,,
"Muffin, carrot, commercial",1,113,344.0,1439.0,7.0,49.0,17,14,1.6,,,34,100.0,2.2,396.0,208.0,18.0,117.0,,,90.0,,,,,,,,,0.3,0.31,4.1,,,,,1.9,,,,,,
"Muffin, chocolate chip, commercial",1,113,366.0,1530.0,8.0,53.0,16,14,5.3,,,37,116.0,2.9,341.0,192.0,34.0,147.0,,,102.0,,,,,,,,,0.3,0.35,4.6,,,,,2.4,,,,,,
"Muffin, fruit, commercial",1,113,313.0,1309.0,6.0,54.0,22,7,1.6,,,34,64.0,1.8,505.0,139.0,18.0,223.0,,,129.0,,,,,,,,,0.2,0.14,2.5,,,,,2.9,,,,,,
"Muffin, fruit, homemade",1,57,162.0,679.0,4.0,23.0,,6,1.2,,,21,108.0,1.3,251.0,70.0,9.0,83.0,,,42.0,,,,,,,,,0.2,0.16,2.0,,,,,0.9,,,,,,
"Breakfast bar, Oatmeal to GoTM",1,47,197.0,825.0,3.0,33.0,10,5,0.9,,,tr,17.0,4.2,202.0,102.0,,,,,,,,,,,,,,0.7,,1.7,,,,,2.4,,,,,,
"Cereal bar, fruit filled, Nutri-GrainTM",1,37,135.0,566.0,2.0,26.0,14,3,0.5,,,tr,17.0,0.6,96.0,72.0,3.0,43.0,,,,,,,,,,,,0.1,0.04,0.8,,,,,1.2,,,,,,
"Chocolate chip, commercial",2,20,98.0,409.0,1.0,13.0,7,5,1.5,,,,7.0,0.7,59.0,30.0,10.0,23.0,,,20.0,,,,,,,,,tr,0.05,0.7,,,,,0.6,,,,,,
"Chocolate chip, homemade",2,32,156.0,653.0,2.0,19.0,,9,2.6,,,10,12.0,0.8,116.0,72.0,18.0,32.0,,,15.0,,,,,,,,,0.1,0.06,0.8,,,,,0.9,,,,,,
"Chocolate chip, refrigerated dough, baked",2,24,118.0,494.0,1.0,16.0,,5,1.9,,,6,7.0,0.6,56.0,48.0,6.0,18.0,,,17.0,,,,,,,,,tr,0.05,0.7,,,,,0.4,,,,,,
Chocolate coated marshmallow,2,30,129.0,541.0,1.0,21.0,14,4,2.2,,,tr,6.0,0.9,46.0,43.0,11.0,29.0,,,11.0,,,,,,,,,tr,0.06,0.4,,,,,0.6,,,,,,
Chocolate sandwich,2,20,93.0,390.0,1.0,14.0,8,4,1.8,,,0,4.0,2.1,97.0,37.0,10.0,18.0,,,17.0,,,,,,,,,tr,0.03,0.8,,,,,0.6,,,,,,
"Coconut macaroons, homemade",2,48,194.0,811.0,2.0,35.0,34,6,5.4,,,0,3.0,0.4,119.0,75.0,10.0,21.0,,,2.0,,,,,,,,,tr,0.05,0.4,,,,,0.9,,,,,,
Fig,2,32,111.0,466.0,1.0,23.0,15,2,0.4,,,0,20.0,0.9,112.0,66.0,9.0,20.0,,,17.0,,,,,,,,,0.1,0.07,0.8,,,,,1.5,,,,,,
Ginger snaps,2,14,58.0,244.0,1.0,11.0,3,1,0.3,,,0,11.0,0.9,92.0,48.0,7.0,12.0,,,20.0,,,,,,,,,tr,0.04,0.6,,,,,0.3,,,,,,
"Graham crackers, plain or honey",2,14,59.0,248.0,1.0,11.0,4,1,0.2,,,0,3.0,0.5,85.0,19.0,4.0,15.0,,,9.0,,,,,,,,,tr,0.04,0.8,,,,,0.4,,,,,,
"Granola bar, hard, chocolate chip",1,24,105.0,440.0,2.0,17.0,,4,2.7,,,0,18.0,0.7,83.0,60.0,17.0,49.0,,,3.0,,,,,,,,,tr,0.02,0.7,,,,,1.1,,,,,,
"Granola bar, hard, plain",1,25,118.0,493.0,3.0,16.0,,5,0.6,,,0,15.0,0.7,74.0,84.0,24.0,69.0,,,6.0,,,,,,,,,0.1,0.03,1.1,,,,,1.3,,,,,,
"Granola bar, soft, chocolate chip, graham and marshmallow",1,26,109.0,454.0,1.0,20.0,6,3,0.6,,,0,6.0,0.6,90.0,48.0,18.0,53.0,,,3.0,,,,,,,,,tr,0.04,0.5,,,,,1.0,,,,,,
"Granola bar, soft, nuts and raisins",1,28,127.0,532.0,2.0,18.0,,6,2.7,,,tr,24.0,0.6,71.0,110.0,25.0,67.0,,,8.0,,,,,,,,,0.1,0.05,1.2,,,,,1.6,,,,,,
"Granola bar, soft, peanut butter, chocolate coated",1,37,188.0,788.0,4.0,20.0,,12,6.3,,,4,40.0,0.5,71.0,125.0,25.0,84.0,,,9.0,,,,,,,,,tr,0.08,2.0,,,,,1.0,,,,,,
"Granola bar, soft, plain",1,28,124.0,519.0,2.0,19.0,,5,2,,,tr,29.0,0.7,78.0,91.0,21.0,64.0,,,7.0,,,,,,,,,0.1,0.05,0.6,,,,,1.3,,,,,,
Molasses,2,30,129.0,539.0,2.0,22.0,5,4,1,,,0,22.0,1.9,138.0,104.0,16.0,29.0,,,44.0,,,,,,,,,0.1,0.08,1.3,,,,,0.3,,,,,,
"Muffin bar (Hop&GoTM, Sweet MorningsTM)",1,50,178.0,746.0,2.0,30.0,18,6,1,,,20,7.0,0.8,175.0,64.0,7.0,26.0,,,33.0,,,,,,,,,0.1,0.1,1.4,,,,,0.6,,,,,,
"Oatmeal, with raisins, commercial",2,26,117.0,489.0,2.0,18.0,6,5,1.2,,,0,10.0,0.7,100.0,37.0,9.0,36.0,,,19.0,,,,,,,,,0.1,0.06,1.0,,,,,0.7,,,,,,
"Oatmeal, without raisins, homemade",2,30,134.0,561.0,2.0,20.0,,5,1.1,,,11,32.0,0.8,179.0,55.0,13.0,50.0,,,14.0,,,,,,,,,0.1,0.05,0.8,,,,,0.7,,,,,,
Peanut butter sandwich,2,28,134.0,560.0,2.0,18.0,10,6,1.4,,,0,15.0,0.7,103.0,54.0,14.0,53.0,,,26.0,,,,,,,,,0.1,0.07,1.6,,,,,0.5,,,,,,
"Peanut butter, homemade",2,40,190.0,794.0,4.0,24.0,,10,1.8,,,12,16.0,0.9,207.0,92.0,16.0,46.0,,,32.0,,,,,,,,,0.1,0.08,2.1,,,,,1.5,,,,,,
"Shortbread, commercial, plain",2,16,80.0,336.0,1.0,10.0,2,4,1,,,3,6.0,0.4,73.0,16.0,3.0,17.0,,,18.0,,,,,,,,,0.1,0.05,0.8,,,,,0.3,,,,,,
"Shortbread, homemade",2,33,185.0,773.0,2.0,19.0,7,12,7.3,,,31,6.0,0.7,130.0,20.0,4.0,20.0,,,32.0,,,,,,,,,0.1,0.08,1.3,,,,,0.5,,,,,,
Social TeaTM,2,10,45.0,187.0,1.0,7.0,1,1,0.3,,,0,4.0,0.3,39.0,10.0,2.0,11.0,,,17.0,,,,,,,,,tr,0.03,0.5,,,,,0.2,,,,,,
"Sugar cookies, commercial",2,30,143.0,600.0,2.0,20.0,11,6,1.6,,,15,6.0,0.6,107.0,19.0,4.0,24.0,,,25.0,,,,,,,,,0.1,0.06,1.2,,,,,0.2,,,,,,
"Sugar cookies, homemade",2,32,142.0,592.0,2.0,25.0,16,4,1.1,,,8,18.0,0.6,72.0,23.0,3.0,23.0,,,24.0,,,,,,,,,0.1,0.07,1.0,,,,,0.4,,,,,,
Vanilla wafers,2,12,57.0,237.0,1.0,9.0,,2,0.6,,,0,3.0,0.3,37.0,13.0,1.0,8.0,,,8.0,,,,,,,,,tr,0.03,0.5,,,,,0.2,,,,,,
"Angelfood, commercial (25cm diam)",  1/12,28,73.0,306.0,2.0,16.0,,tr,tr,,,0,40.0,0.1,212.0,26.0,3.0,9.0,,,16.0,,,,,,,,,tr,0.14,0.6,,,,,0.4,,,,,,
"Angelfood, from mix (25cm diam)",  1/12,50,129.0,538.0,3.0,29.0,15,tr,tr,,,0,42.0,0.1,255.0,68.0,4.0,116.0,,,14.0,,,,,,,,,tr,0.1,0.7,,,,,0.1,,,,,,
"Banana bread, homemade (11cm X 6cm X 1cm)",1 slice,60,196.0,818.0,3.0,33.0,,6,1.3,,,26,13.0,0.8,181.0,80.0,8.0,35.0,,,29.0,,,,,,,,,0.1,0.12,1.4,,,,,0.7,,,,,,
"Boston cream pie, commercial",  1/6 ,92,232.0,970.0,2.0,39.0,33,8,2.2,,,34,21.0,0.3,132.0,36.0,6.0,45.0,,,17.0,,,,,,,,,0.4,0.25,0.7,,,,,1.3,,,,,,
"Brownies, commercial (5cm X 5cm)",1 square,34,138.0,576.0,2.0,22.0,12,6,1.4,,,6,10.0,0.8,106.0,51.0,11.0,34.0,,,24.0,,,,,,,,,0,0.07,0.9,,,,,0.7,,,,,,
"Brownies, homemade (5cm X 5cm)",1 square,36,168.0,702.0,2.0,18.0,,10,2.6,,,26,21.0,0.7,123.0,63.0,19.0,48.0,,,14.0,,,,,,,,,0.1,0.07,0.8,,,,,0.8,,,,,,
"Carrot, homemade with cream cheese icing (2 layer, 23cm diam)",  1/12,133,542.0,2266.0,5.0,70.0,52,28,3.8,,,73,49.0,1.6,201.0,131.0,10.0,70.0,,,57.0,,,,,,,,,0.2,0.22,2.7,,,,,1.5,,,,,,
"Cheesecake, commercial (15 cm diam)",  1/6 ,100,321.0,1342.0,6.0,26.0,,23,9.9,,,55,51.0,0.6,207.0,90.0,11.0,93.0,,,20.0,,,,,,,,,tr,0.19,1.3,,,,,0.4,,,,,,
"Cheesecake, from mix, no-bake type (20cm diam)",  1/8 ,149,407.0,1702.0,8.0,53.0,,19,9.9,,,43,255.0,0.7,564.0,313.0,28.0,347.0,,,57.0,,,,,,,,,0.2,0.39,2.4,,,,,2.8,,,,,,
"Cheesecake, plain, homemade with cherry topping (20cm diam)",  1/8 ,168,459.0,1920.0,11.0,55.0,45,23,8.8,,,75,65.0,1.6,496.0,146.0,12.0,124.0,,,23.0,,,,,,,,,tr,0.24,2.8,,,,,0.8,,,,,,
"Chocolate, from mix, with icing (23cm diam)",  1/12,109,362.0,1513.0,4.0,61.0,47,13,1.9,,,43,63.0,1.6,396.0,177.0,27.0,141.0,,,26.0,,,,,,,,,0.1,0.13,1.9,,,,,2.0,,,,,,
"Chocolate, frozen, commercial, with chocolate icing (1 layer, 5cm X 20cm diam)",  1/6 ,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Chocolate, homemade, with icing (2 layer, 23cm diam)",  1/12,109,408.0,1706.0,4.0,67.0,52,16,5,,,28,66.0,2.5,253.0,138.0,34.0,91.0,,,36.0,,,,,,,,,0.1,0.15,2.0,,,,,1.9,,,,,,
"Coffee cake, cinnamon with crumb topping, commercial",  1/10,57,237.0,991.0,4.0,26.0,,13,3.3,,,18,31.0,1.1,199.0,70.0,12.0,61.0,,,46.0,,,,,,,,,0.1,0.13,1.7,,,,,1.1,,,,,,
"Coffee cake, cinnamon with crumb topping, from mix (20cm X 15cm)",  1/10,45,142.0,596.0,2.0,24.0,13,4,0.8,,,22,61.0,0.6,189.0,50.0,8.0,96.0,,,33.0,,,,,,,,,0.1,0.08,1.2,,,,,0.5,,,,,,
"Fruitcake, commercial",1 piece,43,139.0,583.0,1.0,26.0,13,4,0.5,,,2,14.0,0.9,116.0,66.0,7.0,22.0,,,14.0,,,,,,,,,tr,0.04,0.6,,,,,1.6,,,,,,
"Gingerbread, from mix (23cm X 23cm)",  1/9 ,69,212.0,889.0,3.0,35.0,22,7,1.8,,,22,47.0,2.3,315.0,166.0,11.0,113.0,,,28.0,,,,,,,,,0.1,0.13,1.9,,,,,0.8,,,,,,
"Pound cake, homemade  (23cm X 13cm X 7.5cm)",  1/10,91,391.0,1633.0,5.0,42.0,22,23,4.1,,,96,22.0,2.1,368.0,66.0,7.0,59.0,,,62.0,,,,,,,,,0.2,0.23,3.0,,,,,0.4,,,,,,
"Shortcake, biscuit-type, homemade (4cm X 7.5cm diam)",1,75,234.0,978.0,5.0,34.0,8,8,2.4,,,28,106.0,1.7,459.0,96.0,12.0,100.0,,,72.0,,,,,,,,,0.2,0.24,3.1,,,,,1.0,,,,,,
"Sponge, commercial, individual shell",1,25,72.0,302.0,1.0,15.0,9,1,0.2,,,26,18.0,0.7,61.0,25.0,3.0,34.0,,,18.0,,,,,,,,,0,0.07,0.8,,,,,0.1,,,,,,
"Sponge, homemade (25cm diam)",  1/12,63,187.0,782.0,5.0,36.0,,3,0.8,,,107,26.0,1.0,144.0,89.0,6.0,63.0,,,33.0,,,,,,,,,0.1,0.19,1.7,,,,,0.2,,,,,,
"White, from mix, with icing (2 layer, 23cm diam)",  1/12,109,363.0,1518.0,3.0,66.0,51,10,1.6,,,tr,41.0,0.9,342.0,76.0,15.0,138.0,,,47.0,,,,,,,,,0.1,0.12,1.9,,,,,0.9,,,,,,
"White, homemade, with icing (2 layer, 23cm diam)",  1/12,109,371.0,1553.0,3.0,70.0,56,9,2.5,,,1,50.0,1.3,205.0,55.0,5.0,41.0,,,33.0,,,,,,,,,0.1,0.14,1.9,,,,,0.3,,,,,,
"Yellow, from mix, with icing (2 layer, 23cm diam)",  1/12,109,363.0,1519.0,4.0,64.0,47,11,2,,,46,60.0,1.1,338.0,74.0,15.0,137.0,,,57.0,,,,,,,,,0.1,0.14,2.0,,,,,0.9,,,,,,
"Yellow, frozen, commercial, with chocolate icing (1 layer, 5cm X 20cm diam)",  1/6 ,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple, commercial, 2 crust (23cm diam)",  1/8 ,125,296.0,1239.0,2.0,43.0,20,14,4.7,,,0,14.0,0.6,333.0,81.0,9.0,30.0,,,54.0,,,,,,,,,tr,0.03,0.9,,,,,2.0,,,,,,
"Apple, homemade, 2 crust (23cm diam)",  1/8 ,155,411.0,1717.0,4.0,58.0,,19,4.7,,,0,11.0,1.7,327.0,122.0,11.0,43.0,,,59.0,,,,,,,,,0.2,0.17,2.7,,,,,2.3,,,,,,
"Banana cream, from mix, no-bake type (23cm diam)",  1/8 ,92,231.0,966.0,3.0,29.0,,12,6.4,,,27,67.0,0.4,267.0,104.0,11.0,154.0,,,28.0,,,,,,,,,0.1,0.13,1.4,,,,,0.6,,,,,,
Butter tart,1,54,248.0,1038.0,2.0,29.0,15,14,5.6,,,30,22.0,1.1,164.0,109.0,10.0,35.0,,,35.0,,,,,,,,,0.1,0.1,1.5,,,,,0.7,,,,,,
"Cherry, commercial, 2 crust (23cm diam)",  1/8 ,125,325.0,1359.0,3.0,50.0,18,14,3.2,,,0,15.0,2.0,308.0,101.0,10.0,36.0,,,50.0,,,,,,,,,0.2,0.16,2.5,,,,,1.0,,,,,,
"Chocolate cream, commercial (20cm diam)",  1/6 ,113,344.0,1436.0,3.0,38.0,,22,5.6,,,6,41.0,1.2,154.0,144.0,24.0,77.0,,,19.0,,,,,,,,,tr,0.12,1.4,,,,,2.3,,,,,,
